clock,bucket,k,beta,se_cluster,se_nw
exec,SFR_FF,-6,-0.01219844882590501,0.0069491652556495,0.007745190123446858
exec,SFR_FF,-5,-0.002147183020733271,0.005062758122046484,0.0048938930283967666
exec,SFR_FF,-4,-0.006792333197317452,0.00377450701056493,0.0036678237548662127
exec,SFR_FF,-3,-0.002044778660987619,0.007342186235046904,0.005712600025714189
exec,SFR_FF,-2,0.0010317191762343211,0.003015231425794101,0.0036425049925192044
exec,SFR_FF,-1,0.0018025765264880135,0.004921659586306609,0.004245651540557835
exec,SFR_FF,0,0.00014662632068951123,0.003732970126362563,0.004014903925047799
exec,SFR_FF,1,-0.0026758130267221006,0.003537464929758602,0.004222087488543781
exec,SFR_FF,2,-0.0006613513455086388,0.003593492252593452,0.004385623077441823
exec,SFR_FF,3,-0.0072678406823162645,0.004970546610073401,0.004667124607765124
exec,SFR_FF,4,0.008931348051936443,0.0038701529262041598,0.00521357417145438
exec,SFR_FF,5,-0.002259271397664421,0.005761472618739722,0.005196139380233905
exec,SFR_FF,6,-0.003384088246322986,0.007356537360897517,0.005923996899961218
exec,SFR_FF,7,-0.003178090127106277,0.0032800889586665507,0.0036529304347593327
exec,SFR_FF,8,0.0034169100888474632,0.005295245806258534,0.005273190811644069
exec,SFR_FF,9,-0.013538307854408845,0.008296161398570501,0.009299741306235757
exec,SFR_FF,10,0.0011795977625071179,0.0038717517118785185,0.004149726240337425
exec,SFR_FF,11,0.003136605556218505,0.004436206482640154,0.003803075292415998
exec,SFR_FF,12,0.0029811076286922235,0.0038776825641640296,0.0043404847244528835
exec,SFR_FF,13,-0.00023071555870964576,0.0034416977997388733,0.0036600315308178842
exec,SFR_FF,14,0.0014702651962802643,0.003954081903717854,0.004870386506069672
exec,SFR_FF,15,-0.006139114458216989,0.005031744031821343,0.005982882164585233
exec,SFR_FF,16,-0.005413045708908401,0.0051168376472902405,0.0048387270795555454
exec,SFR_FF,17,0.0076476895326333455,0.006863498748263797,0.005427595475741047
exec,SFR_FF,18,-0.0031631047602315382,0.004209269966046177,0.003967952594272082
exec,SFR_FF,19,-0.003357239211271323,0.005930191710289643,0.00624674523119071
exec,SFR_FF,20,-0.0030075983885061897,0.004522371495525497,0.004645531385906364
exec,SFR_FF,21,-0.001631446022209209,0.005402239180795723,0.005386387392124955
exec,SFR_FF,22,0.0038240432488499364,0.004846981747767621,0.004520750835399303
exec,SFR_FF,23,0.003837022214726086,0.005843390250012064,0.005202625841928945
exec,SFR_FF,24,-0.0011949210489682698,0.007543143084726089,0.00634315035739414
exec,SFR_FF,25,-0.0007947751504351739,0.004641729235190505,0.004439986252038183
exec,SFR_FF,26,0.002709083025585479,0.005920206939574177,0.006383141802788843
exec,SFR_FF,27,0.0032832954553215416,0.0033975545998044454,0.0036499427887646905
exec,SFR_FF,28,-0.007327314066450927,0.00395568214129627,0.004065890186405964
exec,SFR_FF,29,-0.0011075059569582856,0.004779491255522812,0.004197837095644936
exec,SFR_FF,30,0.0071710095084124405,0.005148147606337496,0.005495874835646615
exec,TU,-30,0.0019134449634148787,0.001132251304631432,0.0012045523323492722
exec,TU,-29,-0.0010762508924523353,0.0013752284329116076,0.0012385346044473345
exec,TU,-28,-0.0015703140166960232,0.0013864056650369138,0.0013205198077372532
exec,TU,-27,0.0010257832607188644,0.0010251139406817142,0.0009743018173163696
exec,TU,-26,-0.0009261521089396246,0.0010223487494450455,0.0010426243118212303
exec,TU,-25,0.000919302947555881,0.0017463935362195865,0.0016846415542817184
exec,TU,-24,0.0005197801573288472,0.0013504694563813212,0.0010223325950236898
exec,TU,-23,-0.0003857726749070862,0.0011266835593160426,0.0009799950671682248
exec,TU,-22,-0.0006926576852144133,0.0010420228579946123,0.0011939483654495643
exec,TU,-21,-0.0013993770350358963,0.0010446585079589398,0.0011178766836398462
exec,TU,-20,-0.0006387044842904901,0.0010979721310755582,0.0011669200176103412
exec,TU,-19,0.003043557138019469,0.0009097619300413535,0.0010798855015792838
exec,TU,-18,-0.0009152643601194556,0.0011764087718347145,0.0011307811914532764
exec,TU,-17,0.0009665648066088529,0.0012585211428420488,0.0013828882738245742
exec,TU,-16,0.0004773015640066318,0.0011819719652779888,0.001119768208509887
exec,TU,-15,-0.0018368654629571737,0.0010153702631395007,0.0010526962477409437
exec,TU,-14,-0.0012338599744322312,0.0016381387005634431,0.0015157132588111614
exec,TU,-13,0.0014751118156762044,0.0013060365731571311,0.0014442772444573267
exec,TU,-12,-0.0008699321895270814,0.0012179332332859748,0.001186246988015903
exec,TU,-11,-0.0024909309577341348,0.0013694664538272845,0.0012670933640129688
exec,TU,-10,-0.0006986886436558995,0.0009010599600458185,0.0009773045911074323
exec,TU,-9,0.0009719072979205253,0.0011641039742257616,0.0012958863400167656
exec,TU,-8,0.00125568347001715,0.003773713219637252,0.004003983754915484
exec,TU,-7,-0.0031474203675049407,0.002843533389133617,0.002321444599305047
exec,TU,-6,-0.0015111730061020492,0.0012400112808914968,0.0013592971134405195
exec,TU,-5,-0.0018301831755868578,0.0013206520492811723,0.0012965817343088724
exec,TU,-4,-0.00033665131444542617,0.0014567237406776276,0.0016084679690076403
exec,TU,-3,-0.0006980908635077062,0.001364407327229152,0.0011936342467626382
exec,TU,-2,0.0024809106983379177,0.0025493774764211324,0.0023893442646363587
exec,TU,-1,0.00044490448362970175,0.001045436989596385,0.0010393605323246536
exec,TU,0,-0.0020809400173998215,0.0015416937720045903,0.0015187240123832448
exec,TU,1,-0.000919304504430176,0.0012665538734211574,0.0012349614494135926
exec,TU,2,-0.0015292074491719831,0.0008376289058282928,0.0010692001309132676
exec,TU,3,0.00010893492357494892,0.0012522194605215182,0.0011907379517375949
exec,TU,4,0.0007710858508402422,0.0017076361012220574,0.0015012658168415628
exec,TU,5,-0.001595838347645661,0.0009723422630372772,0.0010826275754969809
exec,TU,6,-0.0011112190143213094,0.0010318325331314427,0.0011585799162557827
exec,TU,7,-0.006138743916723934,0.0014343609347777554,0.0013599132379618066
exec,TU,8,0.002076135522306417,0.0016206226104175634,0.0015300254552748362
exec,TU,9,-0.004033509401878482,0.0013144264631364839,0.001488177276500551
exec,TU,10,-0.0006865925614938328,0.0011907546382699556,0.0011227106863678199
exec,TU,11,-0.0017457244394013434,0.000970684083536769,0.0010866676579788985
exec,TU,12,0.0009058823164852053,0.0015482457314111644,0.0014127731090296813
exec,TU,13,-0.0007778515419100833,0.001341372586949248,0.0014437678624639975
exec,TU,14,0.001403182842933481,0.0020943188300508583,0.001906128527940222
exec,TU,15,0.0017339447437031625,0.0014398068714117933,0.0012212024371153804
exec,TU,16,-0.0009504605975642141,0.0017739243344982894,0.0014573992249725242
exec,TU,17,9.668317011553614e-05,0.0011036573575051584,0.0012097767584216663
exec,TU,18,0.0019175331973543253,0.0019610968779761482,0.0018913246665034115
exec,TU,19,-0.0015124557646201914,0.0010036810896323185,0.001136665977189646
exec,TU,20,-0.0021017388395309046,0.0016807101287261094,0.0016509249619267995
exec,TU,21,0.00024330816399359233,0.0014041856978122278,0.0012683684275184796
exec,TU,22,-0.0009757608010256475,0.0010496633173601856,0.0010739876029204228
exec,TU,23,0.0010653474210196973,0.0011178114904127018,0.0012270115548564274
exec,TU,24,0.0031657146075898296,0.0010818579054376676,0.0014254481212601993
exec,TU,25,-0.003933640350647144,0.0015852087084933433,0.0017334475337915441
exec,TU,26,-0.0023166390488034605,0.0024944515036971933,0.0024025879106301367
exec,TU,27,-0.0007524346182031979,0.001490698703689337,0.0015677992692283576
exec,TU,28,-0.0008528207453988127,0.0010419227579664596,0.00107509877907247
exec,TU,29,-0.0006555506591117744,0.0011880507416807042,0.0010704033229299548
exec,TU,30,0.0007543969960645446,0.0011824970852703438,0.0013363823358907875
exec,FV,-30,-0.001860434883131336,0.0026190676057777323,0.0023884573743138972
exec,FV,-29,-0.0011312625569966023,0.001937801238896248,0.0018339881048447576
exec,FV,-28,-0.0007523854667004171,0.0020195044703500923,0.0019829917345249473
exec,FV,-27,-0.0007538228936212857,0.002282127217869954,0.0028118127648166886
exec,FV,-26,0.00036303586347417475,0.0015409584874632042,0.0015901706100869902
exec,FV,-25,-0.003085328301696662,0.0023150640758585273,0.0025578831922370418
exec,FV,-24,-0.0012733109240494727,0.0015444589021169678,0.00189601147796018
exec,FV,-23,-0.0023966160234372333,0.002025768528107262,0.0019355868690910686
exec,FV,-22,-0.0010480457661155706,0.001541453837074109,0.0018934243418019599
exec,FV,-21,-0.0028910955398400904,0.002331901941561703,0.0020979832397776637
exec,FV,-20,-0.0001781339334637447,0.0016423099695656203,0.0016170065378504478
exec,FV,-19,0.0011728959972068138,0.0013278604787827926,0.0015346173977861589
exec,FV,-18,-0.0020215495914715272,0.0014666029667949965,0.0019597459527023312
exec,FV,-17,-0.004606868224250717,0.003196343557528833,0.002864717652083463
exec,FV,-16,-0.00048215044689018164,0.0015474467257057876,0.0016635286429265137
exec,FV,-15,-0.003638773926677027,0.0033735207663183795,0.002547797820381187
exec,FV,-14,-0.0009646548310711344,0.0019305945085733346,0.0018426871387337799
exec,FV,-13,-0.0008661921050914289,0.002122849429027096,0.0018240722683344859
exec,FV,-12,-0.0018731087301318515,0.003314596770255097,0.0022104514549728003
exec,FV,-11,-0.0014199054199709553,0.0018732167872975703,0.00203056535314082
exec,FV,-10,-0.00576471070043901,0.002777365167854956,0.003759385687524363
exec,FV,-9,-0.0017564967007917356,0.0027089345927801497,0.002422812399646793
exec,FV,-8,-0.004898779676031418,0.0014516767745191355,0.0020496224430400973
exec,FV,-7,0.000718168391444204,0.0020706096650358998,0.002316821153387617
exec,FV,-6,-0.0026457563459335006,0.004088104853755388,0.0033653716134984446
exec,FV,-5,-0.005682107668489591,0.0028424261433651634,0.003136221359544933
exec,FV,-4,-0.003667784663067273,0.001935020441926738,0.0019999384342967116
exec,FV,-3,-0.006189920340034727,0.002282572671092813,0.003781953886790382
exec,FV,-2,-0.004510096777933896,0.0031758988297627597,0.002959151367179927
exec,FV,-1,-0.00422317015223499,0.00392693590380445,0.003185691209042314
exec,FV,0,-0.005342758070637316,0.0029613184037376567,0.0033524628512942695
exec,FV,1,-0.00012182026525096461,0.0016612828284253396,0.0015791195858348129
exec,FV,2,0.0012729832325565561,0.001631981710909407,0.00185766352297838
exec,FV,3,-0.00017794529995670562,0.0022022151752488974,0.002957209590846959
exec,FV,4,0.004221548299876215,0.001610395069690229,0.002611202363283328
exec,FV,5,8.92707014339657e-05,0.0015656541267866561,0.0017230573193753394
exec,FV,6,0.0017865141507626627,0.0023158342425843733,0.0018003394345765472
exec,FV,7,-0.0003667203359762796,0.0014880186142023335,0.001481081433455593
exec,FV,8,0.0021053005565872165,0.0023469983898416246,0.0023206262030081816
exec,FV,9,-0.00177076711511588,0.0023833111077624643,0.001986255019245159
exec,FV,10,0.003669381435643176,0.002553059511194354,0.002613565967586662
exec,FV,11,-0.001289032534898547,0.0019139077687719615,0.0017608159229616702
exec,FV,12,0.0015369642484428234,0.0013046553834910918,0.0017208527358049468
exec,FV,13,-0.0016318823647703613,0.002035520101959985,0.0017915518946691911
exec,FV,14,-0.0008685847477227925,0.0015579585748680227,0.0018536149710419142
exec,FV,15,0.0005309758101215566,0.001435813506468235,0.0017185188653638698
exec,FV,16,0.0007224761890496441,0.001163613243857687,0.001548632672561687
exec,FV,17,0.0004161375358033752,0.00213738814362053,0.0020724223374577137
exec,FV,18,0.001731958599588567,0.001659532794840635,0.0018154045022717633
exec,FV,19,0.001252250618004277,0.0016132093512797212,0.0017090968420942843
exec,FV,20,0.00017480064529289932,0.002038183748408092,0.0022258066464146977
exec,FV,21,0.0027454097633017567,0.0018114468988791527,0.00215314834633846
exec,FV,22,0.003690893564103322,0.0016376485033319985,0.002237473464064675
exec,FV,23,0.0012289560897207057,0.0020417594843705816,0.0019678681760329744
exec,FV,24,-0.0005882685049121076,0.0017733879971607192,0.0017385352962582634
exec,FV,25,-0.0021675868800650777,0.001914741702173479,0.0019408729893710347
exec,FV,26,0.001503282170679422,0.0015215156714631674,0.001651301119265671
exec,FV,27,0.0021943151162501337,0.002309718743926255,0.00246830909948901
exec,FV,28,-0.00014625496455756735,0.0017667693209352433,0.0017863639216389472
exec,FV,29,-0.0030415551830135722,0.0022326673251559376,0.002061979134904406
exec,FV,30,0.0004460403488562622,0.001876179713141813,0.0017466016654797683
exec,TY_UXY,-30,-0.0008310717724500185,0.00018637605861063664,0.00018434923748163778
exec,TY_UXY,-29,0.0004338728435799421,0.00010262768307107109,0.00011394740544733979
exec,TY_UXY,-28,-0.0005486670748917372,0.0003217605941776376,0.00034754579200541513
exec,TY_UXY,-27,-1.5782541614129328e-05,0.00010777671790449066,0.00010572240302994567
exec,TY_UXY,-26,-0.00018817179716545314,0.0001431646349618846,0.00017173682083345977
exec,TY_UXY,-25,-0.00011674018899252752,0.00010841877803651223,0.00010619940903435636
exec,TY_UXY,-24,-0.00025401390446409036,0.00020984857297723234,0.00023490796984681548
exec,TY_UXY,-23,2.4674290890543943e-05,8.639603307077303e-05,0.00010026927635214104
exec,TY_UXY,-22,0.00032818157823894623,0.00015046472050031225,0.00017437430841932665
exec,TY_UXY,-21,-0.00019002807499040805,0.00017613468156104723,0.0002312260776740737
exec,TY_UXY,-20,0.00010795474225065642,0.00011262044667282739,0.0001089550233326485
exec,TY_UXY,-19,-9.32376998593028e-05,0.0001562256473112904,0.0001661411232739373
exec,TY_UXY,-18,-0.00014405098318004135,0.0001359725288728332,0.00016549009619323593
exec,TY_UXY,-17,-0.00018682924687377976,0.00010443005347013281,0.00011039886352825752
exec,TY_UXY,-16,-4.644066031044378e-06,8.269947746284722e-05,0.00015129856770539332
exec,TY_UXY,-15,-0.0004197410041714826,0.00016397214096124297,0.00018814890208709083
exec,TY_UXY,-14,-0.00024845502472165383,9.666451480215558e-05,0.00011102595985948015
exec,TY_UXY,-13,-0.0007233174692128365,0.0002747336912671597,0.000293246628680459
exec,TY_UXY,-12,-9.089293352113627e-05,0.00011601241234785513,0.00012176390937738639
exec,TY_UXY,-11,0.0004241597169448774,8.46559548084789e-05,0.0001228280641564734
exec,TY_UXY,-10,-0.00021873658267243312,0.00031460745728360384,0.0003412967286787458
exec,TY_UXY,-9,0.0002638920140227016,0.0002874290578749517,0.0002524644006684376
exec,TY_UXY,-8,-0.0005472393074842895,0.00017923720208016158,0.00022379080640801276
exec,TY_UXY,-7,-0.0007875615362016287,0.0002899115170214448,0.00032826721271664126
exec,TY_UXY,-6,5.490758012508592e-06,0.00014570576083251048,0.00014181245741560895
exec,TY_UXY,-5,-0.0007383853270983842,0.0002476897379576178,0.0002947221868692607
exec,TY_UXY,-4,-0.0010471738849548756,0.00018789045291474343,0.00023475661446696882
exec,TY_UXY,-3,-0.0005873053213329921,0.0003915975195656018,0.0004256704444652472
exec,TY_UXY,-2,-0.0003550927092860912,0.00045719765000915155,0.0005059730402024092
exec,TY_UXY,-1,-0.00037684163187686707,0.0003673216181111873,0.00038446348843954747
exec,TY_UXY,0,-0.0003635911955556588,0.00019159967128052436,0.00018370996638368333
exec,TY_UXY,1,-4.0924610184480014e-05,0.00012378119948920922,0.00014633421983579063
exec,TY_UXY,2,-0.00013912333515900182,0.00015264506402330128,0.00012183294210376823
exec,TY_UXY,3,-0.0011656930652237105,0.00018257889360688554,0.00019050672340396735
exec,TY_UXY,4,-0.0015075999559061599,0.0001749813900931021,0.00017473538923153318
exec,TY_UXY,5,0.0002731626945258415,0.00014176611931086873,0.00014882936196063937
exec,TY_UXY,6,-0.00025036261434911706,0.00014993124910232951,0.00016950245611672155
exec,TY_UXY,7,-0.0005125372133147763,0.00010659183095426066,0.00011452301772194244
exec,TY_UXY,8,0.00037098902770104194,0.00026427592415550344,0.0002613443213832667
exec,TY_UXY,9,0.00032812065007203624,0.00011795992083613626,0.00011690657535569036
exec,TY_UXY,10,0.000188905300069657,9.467443683535459e-05,0.0001225105826178704
exec,TY_UXY,11,0.00018590467088724588,7.652342834592572e-05,0.00010565019381789215
exec,TY_UXY,12,0.0008982491327360533,0.00013025875513916058,0.00012129859405527855
exec,TY_UXY,13,-4.691660169867726e-05,0.00012740137992141298,0.00015219102477235393
exec,TY_UXY,14,-0.00043466831684817165,0.0003850356607880599,0.0004377811121393386
exec,TY_UXY,15,-0.0004341279769018363,0.00012082851158529782,0.00013150044502670662
exec,TY_UXY,16,0.000232626181018654,0.00014143134811754002,0.00011802257420296992
exec,TY_UXY,17,0.00035068836009563976,8.477829472981757e-05,0.00010308329460569379
exec,TY_UXY,18,-0.0008780284755238074,0.00011815706392280357,8.836768930037584e-05
exec,TY_UXY,19,0.00016161696667430295,0.00016033330694460908,0.00014466487983102381
exec,TY_UXY,20,0.0005635909054784198,0.00016261658851487402,0.0002165669067847261
exec,TY_UXY,21,2.2614138968670458e-05,8.681582405248799e-05,0.00010032455112294093
exec,TY_UXY,22,9.310119951743087e-05,0.00011524549799240668,9.217601653075557e-05
exec,TY_UXY,23,4.007393731173146e-05,0.00011108804468920777,0.00012268113119781411
exec,TY_UXY,24,-1.1476261574461674e-05,0.00010313803873505679,0.00010223426526371805
exec,TY_UXY,25,0.00028213924033091987,0.0001149049434235958,0.00020356921123241393
exec,TY_UXY,26,-0.00018026818413529032,0.00020496991798526131,0.0001485981178583025
exec,TY_UXY,27,-0.00038921799557842983,0.00022501947569269302,0.00021713052774473033
exec,TY_UXY,28,1.7159035345210634e-05,9.114034226065467e-05,9.359910031497204e-05
exec,TY_UXY,29,-0.00010250798735237674,0.00014705180891903894,0.00012350061929954098
exec,TY_UXY,30,-0.0002565912596380273,0.00017650886055951766,0.0001832031388827751
exec,US,-30,-0.0054581506498422765,0.0036063613919396597,0.004120772852984263
exec,US,-29,0.0014915888275882354,0.003818317491550587,0.004676031885242925
exec,US,-28,-0.0058434958256246,0.004845503568317494,0.0038071572572306554
exec,US,-27,0.0008297718726065339,0.0041429708681872774,0.004249933551321903
exec,US,-26,-5.71894445551772e-05,0.0031910909075616592,0.003561687833459429
exec,US,-25,-0.0069840505376343445,0.004519777833812922,0.004285490494232112
exec,US,-24,-0.0007435671612044125,0.0037160238312560273,0.0037094502352417766
exec,US,-23,0.008004904164257042,0.003974603446101046,0.003648715067366291
exec,US,-22,-0.006322594496052332,0.004086655614251817,0.004572567063610645
exec,US,-21,-0.007361691139051685,0.004433451170396307,0.004071069886385881
exec,US,-20,-0.00012349454511984578,0.003493153051623412,0.0037836769011472563
exec,US,-19,-0.005062467827203892,0.003270656117384604,0.003994020683168364
exec,US,-18,-0.004331426661856835,0.005003268103286929,0.004470141346901759
exec,US,-17,0.0010631727268883826,0.00343965168574899,0.004025774331259477
exec,US,-16,0.0036002993164832016,0.002928428310491912,0.004487523041329425
exec,US,-15,-0.009260628202010644,0.0034505812715695428,0.003567826781747544
exec,US,-14,0.0005253356262852958,0.0034015313934221796,0.003384390322563742
exec,US,-13,-0.0013171477987229273,0.005819995752369933,0.00545319534131899
exec,US,-12,0.006886696723042849,0.0050293911024377625,0.006396085663939118
exec,US,-11,-0.009406110927043963,0.00400607911998423,0.004918841450133896
exec,US,-10,-0.008113047719643317,0.0045770385254086015,0.005227728585615898
exec,US,-9,-0.00224887830176002,0.003859632210883744,0.004589912054351799
exec,US,-8,-0.008861685652484784,0.0039564707020879894,0.003800882695570649
exec,US,-7,0.0013667519283972816,0.003846279962009067,0.004002769023323245
exec,US,-6,-0.0024595040118001728,0.004333672401254002,0.004981146035951468
exec,US,-5,-0.008555236812348429,0.006546741408410843,0.00533185100870834
exec,US,-4,-0.008975129214695569,0.0034640317913457144,0.0038244333446942323
exec,US,-3,-0.010644827761728747,0.003760250458575889,0.004900547207690831
exec,US,-2,-0.01331680850384269,0.00346084590973662,0.004162522696205558
exec,US,-1,-0.004445774364905282,0.0031317185312638857,0.0036309765420736956
exec,US,0,-0.001964029075862578,0.004066997914666391,0.0044382280421016935
exec,US,1,-0.0018150766399862913,0.004069263774912166,0.004532040187598401
exec,US,2,-0.00592197084313047,0.0040577131287073956,0.003869906847295452
exec,US,3,0.00013560868963591308,0.0035862958826566203,0.00408236291046057
exec,US,4,-0.0035416507255526686,0.00378900181661078,0.003833104265576572
exec,US,5,-6.724996031372334e-05,0.004290461326628155,0.0040710133125567
exec,US,6,0.0026423870245608663,0.005877628378154779,0.006005534324294011
exec,US,7,-0.003929090805329675,0.005339043275470554,0.003981285823663008
exec,US,8,-0.008285203782332919,0.003680306171544213,0.0048778010541677365
exec,US,9,-0.0036183901986600177,0.005339115362477742,0.004771537474099136
exec,US,10,0.007368636248934857,0.007864903664305199,0.007004838307036507
exec,US,11,0.012667018115182732,0.0047389680717994515,0.005000585016625362
exec,US,12,-0.002179006236426239,0.003937644744051638,0.003944292930102319
exec,US,13,0.005502417839935058,0.00407468801886605,0.004210891823106177
